Nama File,ZCR,Mean,Median,Std Deviasi,Kurtosis,Skewness,Label
03a01Fa.wav,"[0.01855469 0.03662109 0.06152344 0.10839844 0.109375   0.11083984
 0.09716797 0.05615234 0.04638672 0.0390625  0.05175781 0.07861328
 0.08886719 0.08056641 0.06347656 0.05615234 0.046875   0.04882812
 0.05175781 0.0390625  0.046875   0.05273438 0.0546875  0.11621094
 0.10595703 0.125      0.13818359 0.08886719 0.15478516 0.19384766
 0.17089844 0.18212891 0.12011719 0.05810547 0.07324219 0.07226562
 0.09472656 0.11328125 0.11669922 0.09667969 0.09521484 0.23388672
 0.36914062 0.48876953 0.56396484 0.47314453 0.38623047 0.28125
 0.19482422 0.1484375  0.08789062 0.06542969 0.04589844 0.04541016
 0.0859375  0.125      0.13232422 0.11914062 0.06933594 0.02392578]",-0.00031093525,0.00012207031,0.08231706,18.738257152998212,0.0826392641479476,03a01Fa.wav
03a01maraha.wav,"[0.01513672 0.02880859 0.05322266 0.07666016 0.10351562 0.12255859
 0.11816406 0.09960938 0.08398438 0.09082031 0.109375   0.11523438
 0.10400391 0.07568359 0.04443359 0.03564453 0.03369141 0.03222656
 0.07470703 0.08886719 0.12646484 0.14160156 0.109375   0.09765625
 0.10009766 0.12011719 0.13378906 0.21826172 0.19628906 0.20996094
 0.19775391 0.12402344 0.13623047 0.10595703 0.12890625 0.15332031
 0.15966797 0.16650391 0.18359375 0.22460938 0.32666016 0.4453125
 0.53222656 0.56054688 0.46875    0.35205078 0.24853516 0.17382812
 0.16064453 0.14892578 0.13330078 0.10791016 0.13525391 0.18017578
 0.22460938 0.2265625  0.18261719 0.13818359 0.06689453]",-0.00029628814,-0.00021362305,0.12739444,9.606752919511896,0.1574135418631239,03a01maraha.wav
03a01netralc.wav,"[0.00585938 0.01171875 0.03662109 0.046875   0.06103516 0.06591797
 0.06298828 0.06738281 0.05517578 0.05126953 0.03759766 0.02783203
 0.03466797 0.03662109 0.03710938 0.03564453 0.03613281 0.03857422
 0.05126953 0.05615234 0.0625     0.10693359 0.10839844 0.11523438
 0.10693359 0.05859375 0.046875   0.04882812 0.06835938 0.078125
 0.08300781 0.10839844 0.22265625 0.33642578 0.40966797 0.42675781
 0.32275391 0.20458984 0.12695312 0.07080078 0.0390625  0.02978516
 0.03027344 0.05419922 0.08349609 0.09228516 0.07958984 0.04980469
 0.01513672 0.00537109 0.00537109]",-0.0003121754,0.00033569336,0.12530358,8.15539481601654,-0.3622995380565021,03a01netralc.wav
03a02Fc.wav,"[0.04394531 0.07617188 0.09765625 0.09277344 0.140625   0.30126953
 0.44873047 0.48730469 0.43652344 0.26708984 0.14160156 0.11230469
 0.11474609 0.11425781 0.21484375 0.22509766 0.22607422 0.22802734
 0.10791016 0.09570312 0.10058594 0.08203125 0.06494141 0.03857422
 0.02832031 0.03222656 0.03759766 0.06396484 0.109375   0.15185547
 0.18359375 0.19384766 0.17236328 0.14892578 0.15625    0.15185547
 0.14941406 0.13769531 0.14550781 0.14160156 0.13525391 0.13964844
 0.08251953 0.07666016 0.08837891 0.08154297 0.13427734 0.11767578
 0.10498047 0.10693359 0.06640625 0.06445312 0.05175781 0.03955078
 0.03076172 0.02441406 0.02246094 0.04052734 0.10058594 0.16064453
 0.19677734 0.17871094 0.11376953]",-0.00017144319,0.00018310547,0.1244828,7.799452187756637,-0.14342648553359397,03a02Fc.wav
03a02marahb.wav,"[0.09375    0.10693359 0.15771484 0.12451172 0.14990234 0.2578125
 0.39013672 0.54052734 0.609375   0.49316406 0.33007812 0.17675781
 0.1015625  0.13769531 0.17675781 0.1875     0.16308594 0.27050781
 0.35302734 0.38427734 0.40673828 0.30859375 0.20263672 0.16650391
 0.14013672 0.09863281 0.06689453 0.03515625 0.03808594 0.05566406
 0.05957031 0.078125   0.17578125 0.20703125 0.23095703 0.24121094
 0.16503906 0.17724609 0.20507812 0.23828125 0.265625   0.24853516
 0.22265625 0.17480469 0.11376953 0.06445312 0.04638672 0.03222656
 0.08740234 0.14746094 0.19287109 0.2265625  0.19091797 0.13818359
 0.08056641 0.04785156 0.05566406 0.08789062 0.11181641 0.125
 0.11035156 0.08349609 0.06591797 0.04589844 0.03076172 0.01513672
 0.00439453]",-0.00028439242,0.00039672852,0.1040745,9.133884920050086,0.024494993968230117,03a02marahb.wav
03a02marahc.wav,"[0.07275391 0.09716797 0.13476562 0.19287109 0.33691406 0.39160156
 0.36523438 0.32763672 0.21484375 0.17138672 0.24951172 0.29443359
 0.26708984 0.27685547 0.20800781 0.12548828 0.11914062 0.09277344
 0.12158203 0.13769531 0.13867188 0.15625    0.17529297 0.21289062
 0.23583984 0.24072266 0.19384766 0.14257812 0.09814453 0.06982422
 0.09912109 0.15087891 0.18945312 0.22314453 0.19433594 0.1328125
 0.09179688 0.08007812 0.09375    0.12158203 0.12158203 0.09570312
 0.0703125  0.05078125 0.04833984 0.046875   0.03710938]",-0.00016416647,9.1552734e-05,0.10044209,19.63997226446727,0.32994146317669654,03a02marahc.wav
03a02netralc.wav,"[0.00683594 0.01171875 0.03320312 0.04150391 0.16064453 0.27490234
 0.30371094 0.29931641 0.18554688 0.07714844 0.06689453 0.08007812
 0.08496094 0.09082031 0.06005859 0.046875   0.04248047 0.03564453
 0.03173828 0.11425781 0.14501953 0.14941406 0.16210938 0.12548828
 0.11181641 0.11816406 0.11474609 0.06933594 0.04492188 0.03955078
 0.05224609 0.07910156 0.09228516 0.09375    0.08251953 0.05078125
 0.04345703 0.03222656 0.01953125 0.02148438 0.03417969 0.03271484
 0.03320312 0.03466797 0.01464844]",-0.0003312582,0.0009765625,0.15541236,5.8444676973900975,-0.2204088802744887,03a02netralc.wav
03a02Ta.wav,"[0.01220703 0.01953125 0.07861328 0.16015625 0.31591797 0.47998047
 0.55712891 0.59960938 0.52441406 0.35986328 0.23339844 0.10595703
 0.08105469 0.22607422 0.28759766 0.29052734 0.24853516 0.10449219
 0.04003906 0.03564453 0.02783203 0.02783203 0.03808594 0.04150391
 0.07714844 0.15136719 0.15966797 0.15820312 0.13525391 0.10839844
 0.11767578 0.13427734 0.12890625 0.07910156 0.06298828 0.05615234
 0.05957031 0.06884766 0.08154297 0.16113281 0.16503906 0.15966797
 0.13574219 0.04443359 0.03076172 0.04345703 0.04248047 0.04150391
 0.04003906 0.02441406 0.03662109 0.03515625 0.03808594 0.03808594
 0.02001953]",-0.0010703317,0.0006713867,0.12454767,8.128586042754545,-1.411799031012511,03a02Ta.wav
03a04Fd.wav,"[0.03759766 0.078125   0.15185547 0.16162109 0.17089844 0.15332031
 0.09033203 0.0625     0.08349609 0.08789062 0.11035156 0.12841797
 0.12353516 0.1328125  0.12646484 0.12451172 0.09912109 0.06982422
 0.05029297 0.03564453 0.03857422 0.03369141 0.09619141 0.11230469
 0.11474609 0.12011719 0.06933594 0.10302734 0.09472656 0.19042969
 0.33349609 0.44726562 0.50927734 0.41992188 0.26367188 0.10107422
 0.16113281 0.33935547 0.41259766 0.43359375 0.32958984 0.16699219
 0.12207031 0.12402344 0.11376953 0.10107422 0.07568359 0.04931641
 0.0546875  0.04736328 0.046875   0.04199219 0.01953125 0.00927734]",-0.00016980538,6.1035156e-05,0.1198626,15.857633970939773,0.31880621275208854,03a04Fd.wav
03a04marahc.wav,"[0.06884766 0.09667969 0.16552734 0.15185547 0.15917969 0.15576172
 0.10400391 0.09521484 0.14208984 0.14648438 0.16992188 0.19238281
 0.16455078 0.17724609 0.17724609 0.17578125 0.16210938 0.13720703
 0.10791016 0.08447266 0.05273438 0.04248047 0.04443359 0.07568359
 0.12304688 0.21044922 0.22070312 0.19726562 0.15722656 0.07177734
 0.05517578 0.15576172 0.26318359 0.33203125 0.36816406 0.33935547
 0.37304688 0.48291016 0.62451172 0.61572266 0.53369141 0.37255859
 0.19628906 0.11767578 0.0703125  0.13525391 0.23046875 0.25537109
 0.25683594 0.19677734 0.12792969 0.13574219 0.14501953 0.12548828
 0.10839844 0.08544922 0.06494141 0.07226562 0.07324219 0.08349609
 0.08984375 0.10644531 0.10986328 0.08154297]",-0.00020117378,0.0,0.13100155,10.704379304128922,-0.1030558631548048,03a04marahc.wav
